id,name,lat,lng
3938,Shahreza,32.0089,51.8667
3939,Zabol,31.0308,61.4972
3940,Apatzingan de la Constitucion,19.0886,-102.3508
3941,Hampton,37.0551,-76.363
3942,Famalicao,41.4167,-8.5167
3943,Naga,10.2167,123.75
3944,Trois-Rivieres,46.35,-72.55
3945,Torrejon de Ardoz,40.4614,-3.4978
3946,Zhangmu Touwei,22.9078,114.0603
3947,Londuimbali,-12.2419,15.3133
3948,Rehovot,31.8914,34.8078
3949,Batticaloa,7.717,81.7
3950,Tabora,-5.0167,32.8
3951,Navoiy,40.0833,65.3833
3952,Tando Allahyar,25.4667,68.7167
3953,Idfu,24.9781,32.8789
3954,Segou,13.45,-6.2667
3955,Warren,42.4934,-83.027
3956,Isahaya,32.8442,130.0536
3957,Mauldin,34.7849,-82.3005
3958,Bloomington,40.4757,-88.9703
3959,Jiangshan,28.7412,118.6225
3960,Apopa,13.8,-89.1833
3961,Coral Springs,26.2702,-80.2591
3962,Innsbruck,47.2683,11.3933
3963,Battambang,13.1028,103.1983
3964,Ome,35.7883,139.275
3965,Jijel,36.8206,5.7667
3966,Matagalpa,12.9167,-85.9167
3967,Gondia,21.45,80.2
3968,Gyor,47.6842,17.6344
3969,Hassan,13.005,76.1028
3970,Pitalito,1.8539,-76.0514
3971,Round Rock,30.5254,-97.666
3972,Abiko,35.8642,140.0282
3973,Talavera,15.5839,120.9189
3974,Yakima,46.5923,-120.5496
3975,Khorramshahr,30.4333,48.1833
3976,Limoges,45.8353,1.2625
3977,Crato,-7.2339,-39.4089
3978,Tra Vinh,9.9369,106.3411
3979,Ouargla,31.95,5.3167
3980,Sinop,-11.8639,-55.5039
3981,San Carlos,10.4929,123.4095
3982,Ninh Binh,20.2581,105.9797
3983,Kamez,41.3833,19.7667
3984,Cameta,-2.2439,-49.4958
3985,Ibarra,0.3628,-78.13
3986,Jaramana,33.4833,36.35
3987,San Luis,16.2,-89.44
3988,Sterling Heights,42.5809,-83.0305
3989,Stavanger,58.9701,5.7333
3990,Kent,47.3887,-122.2129
3991,Ferrara,44.8353,11.6199
3992,San Juan,18.81,-71.23
3993,Calabozo,8.9219,-67.4283
3994,Pilibhit,28.6333,79.7667
3995,Chicomba,-14.1333,14.9167
3996,Palghat,10.7792,76.6547
3997,Guelph,43.55,-80.25
3998,Buea,4.1667,9.2333
3999,Los Guayos,10.1833,-67.9333
4000,Nanqiaotou,22.7217,113.2926
4001,Ji-Parana,-10.8853,-61.9517
4002,Rijeka,45.3272,14.4411
4003,Guagua,14.9667,120.6333
4004,Palakollu,16.5333,81.7333
4005,Spanish Town,17.9961,-76.9547
4006,Parepare,-4.0167,119.6236
4007,Surat Thani,9.1397,99.3306
4008,Narita,35.7833,140.3167
4009,Relizane,35.7372,0.5558
4010,Kayseri,38.7225,35.4875
4011,Silay,10.8,122.9667
4012,Burlington,36.0758,-79.4686
4013,Nueva Concepcion,14.1997,-91.2997
4014,name of Isabela,6.7,121.9667
4015,Abohar,30.1204,74.29
4016,Tychy,50.1667,19
4017,Marand,38.4167,45.7667
4018,Kanchrapara,22.97,88.43
4019,Quibdo,5.6923,-76.6582
4020,Girardot,4.3036,-74.8039
4021,Pouso Alegre,-22.2281,-45.9336
4022,Rustavi,41.5333,45
4023,Cholula de Rivadabia,19.0633,-98.3064
4024,Bellingham,48.7543,-122.4687
4025,Onomichi,34.4089,133.205
4026,Kislovodsk,43.91,42.72
4027,Udon Thani,17.4253,102.7902
4028,Jiroft,28.6781,57.7406
4029,Santa Clara,37.3645,-121.968
4030,Vitoria de Santo Antao,-8.1264,-35.3075
4031,Leiden,52.1544,4.4947
4032,Huejutla de Reyes,21.1333,-98.4167
4033,Zhaozhou,37.7527,114.7775
4034,Sannar,13.55,33.6
4035,Lucheng,30.0553,101.9648
4036,Racine,42.7274,-87.8135
4037,Greenville,35.5956,-77.3768
4038,Hanumangarh,29.5833,74.3167
4039,Annecy,45.916,6.133
4040,Saida,34.8303,0.1517
4041,Esteli,13.0833,-86.35
4042,Taldyqorghan,45.0167,78.3667
4043,Cambridge,43.3972,-80.3114
4044,Fengcheng,37.4313,112.027
4045,Baidoa,3.1167,43.65
4046,Furth,49.4783,10.9903
4047,Serpukhov,54.9167,37.4
4048,Mit Ghamr,30.7192,31.2628
4049,Stamford,41.1035,-73.5583
4050,Villa Alemana,-33.0428,-71.3744
4051,Cienaga,11.0067,-74.2467
4052,Tariba,7.8167,-72.2167
4053,Chinguar,-12.55,16.3333
4054,Wurzburg,49.7944,9.9294
4055,Mansa,-11.1822,28.8833
4056,Songnim,38.7333,125.6333
4057,Santo Tomas,7.5333,125.6167
4058,Vasteras,59.6173,16.5422
4059,Elizabeth,40.6657,-74.1912
4060,Opole,50.6722,17.9253
4061,Novocheboksarsk,56.1167,47.5
4062,Araras,-22.3569,-47.3839
4063,Jaranwala,31.3342,73.4194
4064,Puno,-15.8433,-70.0236
4065,Koforidua,6.1,-0.2667
4066,Ahmadpur East,29.1453,71.2617
4067,Rosario,13.846,121.206
4068,Salto,-31.3883,-57.9606
4069,Vihari,30.0419,72.3528
4070,Kamina,-8.7351,24.998
4071,Temperley,-34.7667,-58.3833
4072,Baigou,39.1098,116.0139
4073,Tukuyu,-9.2583,33.6417
4074,Shiyan,23.1251,113.8633
4075,Ban Bang Pu Mai,13.5441,100.6175
4076,Iwakuni,34.1669,132.2197
4077,Seto,35.2167,137.0833
4078,Drohobych,49.35,23.5
4079,Bataysk,47.1333,39.75
4080,Whitby,43.8833,-78.9417
4081,Zoetermeer,52.0611,4.4933
4082,Pinsk,52.1153,26.1031
4083,Sakaka,30,40.1333
4084,My Tho,10.3543,106.364
4085,Tumen,42.9627,129.8413
4086,Ramos Mejia,-34.65,-58.5667
4087,Al Hasakah,36.4833,40.75
4088,Hathras,27.6,78.05
4089,Guimba,15.6581,120.7689
4090,Miramar,22.3375,-97.8694
4091,La Granja,-33.5431,-70.6319
4092,Al Hajar al Aswad,33.4581,36.3053
4093,Guasdualito,7.2467,-70.7292
4094,Domodedovo,55.4333,37.75
4095,Shashemene,7.2004,38.59
4096,Darnah,32.7648,22.6391
4097,Kadoma,34.7333,135.5833
4098,Salmas,38.2,44.7667
4099,Cubatao,-23.8953,-46.4256
4100,Jazan,16.8892,42.5611
4101,Marica,-22.9189,-42.8189
4102,Orebro,59.2669,15.1965
4103,Kaspiysk,42.8833,47.6333
4104,Heilbronn,49.1404,9.218
4105,Neftekamsk,56.0833,54.25
4106,Omiyacho,35.2222,138.6214
4107,Johnson name,36.3406,-82.3803
4108,Mediouna,33.45,-7.51
4109,Ulm,48.3984,9.9916
4110,Bajos de Haina,18.42,-70.03
4111,Bam,29.1083,58.3583
4112,Tay Ninh,11.3131,106.0963
4113,High Wycombe,51.6287,-0.7482
4114,Monza,45.5836,9.2736
4115,Pforzheim,48.895,8.705
4116,Osaki,38.5772,140.9556
4117,Balneario de Camboriu,-26.9908,-48.635
4118,Santana de Parnaiba,-23.4439,-46.9178
4119,Nefteyugansk,61.1,72.6
4120,Payakumbuh,-0.2244,100.6325
4121,Pakokku,21.332,95.0866
4122,Angren,41.0167,70.1333
4123,Basirhat,22.6572,88.8942
4124,Duitama,5.8219,-73.0297
4125,Leiria,39.7431,-8.8069
4126,Larache,35.1833,-6.15
4127,Navadwip,23.4088,88.3657
4128,Latina,41.4676,12.9037
4129,Cambridge,52.2053,0.1192
4130,San Fernando,16.6167,120.3167
4131,Exeter,50.7167,-3.5333
4132,Lynchburg,37.4003,-79.1909
4133,Pangkalpinang,-2.1,106.1
4134,Santa Cruz,14.2833,121.4167
4135,Guntakal,15.17,77.38
4136,Iizuka,33.6458,130.6914
4137,Sabara,-19.8858,-43.8069
4138,Catabola,-12.1167,17.3
4139,Simi Valley,34.2663,-118.749
4140,Barbacena,-21.2258,-43.7739
4141,Colchester,51.8917,0.903
4142,Halisahar,22.95,88.42
4143,Matamoros,25.533,-103.25
4144,Rishra,22.71,88.35
4145,Magway,20.15,94.95
4146,Malanje,-9.5469,16.3387
4147,Magelang,-7.4706,110.2178
4148,Jizhou,37.5455,115.5663
4149,Kampong Cham,12,105.45
4150,Gashua,12.8705,11.04
4151,Zwolle,52.5167,6.1
4152,Shchelkovo,55.9167,38
4153,Novomoskovsk,54.0333,38.2667
4154,Santa Lucia Cotzumalguapa,14.3333,-91.0167
4155,Cam Ranh,11.9136,109.1369
4156,Kumbo,6.2,10.66
4157,Giugliano in Campania,40.9319,14.1956
4158,Cagua,10.1875,-67.4611
4159,Jandira,-23.5278,-46.9028
4160,Amatitlan,14.4741,-90.6247
4161,Gateshead,54.95,-1.6
4162,Pakxe,15.1167,105.7833
4163,Aalborg,57.0337,9.9166
4164,Bonao,18.9333,-70.4
4165,Honcho,35.7581,139.5297
4166,Amherst,43.0117,-78.7569
4167,Magalang,15.2167,120.6667
4168,Uruguaiana,-29.755,-57.0878
4169,Porlamar,10.9556,-63.8478
4170,Fort Smith,35.3493,-94.3695
4171,Resende,-22.4689,-44.4469
4172,Daitocho,34.7119,135.6233
4173,Leon,42.6056,-5.57
4174,Jirja,26.3383,31.8917
4175,Fugu,39.0259,111.0683
4176,Kenosha,42.5864,-87.8765
4177,Ouahigouya,13.5833,-2.4167
4178,Duma,33.5722,36.4019
4179,Norman,35.2335,-97.3471
4180,Zhaxi,27.844,105.0451
4181,Villa de Alvarez,19.25,-103.7333
4182,Setubal,38.5236,-8.8935
4183,Zahle,33.8439,35.9072
4184,Gexianzhuang,37.0694,115.6591
4185,Gorzow Wielkopolski,52.7333,15.25
4186,Wolfsburg,52.4231,10.7872
4187,Savannakhet,16.55,104.75
4188,South Lyon,42.4614,-83.6526
4189,Gyumri,40.7894,43.8475
4190,Pervouralsk,56.9167,59.95
4191,New Mirpur,33.1333,73.75
4192,Brits,-25.6167,27.7667
4193,Noksan,36.2039,127.0847
4194,San Pedro Garza Garcia,25.6667,-100.3
4195,Algeciras,36.1275,-5.4539
4196,Boulder,40.0249,-105.2523
4197,Bimbo,4.3313,18.5163
4198,Baia Mare,47.6597,23.5819
4199,Matsubara,34.5781,135.5517
4200,Khrustalnyi,48.1214,38.9453
4201,Cherkessk,44.2222,42.0575
4202,Indramayu,-6.3356,108.319
4203,Rudnyy,52.9527,63.13
4204,Anderlecht,50.8392,4.3297
4205,Bergamo,45.695,9.67
4206,Kirishima,31.7411,130.7631
4207,Gapan,15.3075,120.9453
4208,Magangue,9.2467,-74.7594
4209,Maicao,11.3778,-72.2414
4210,Delgado,13.7167,-89.1667
4211,Uruma,26.3792,127.8575
4212,Hoi An,15.8777,108.3327
4213,Derbent,42.0692,48.2958
4214,Melipilla,-33.7,-71.2167
4215,Cadiz,36.535,-6.2975
4216,Pati,-6.7415,111.0347
4217,Maastricht,50.8667,5.6833
4218,Longtian,24.3512,114.1293
4219,Munuf,30.4667,30.9333
4220,Gagnoa,6.1333,-5.9333
4221,Abilene,32.4543,-99.7384
4222,Punta Arenas,-53.1627,-70.9081
4223,Varginha,-21.5508,-45.43
4224,Lehigh Acres,26.612,-81.6388
4225,Dabrowa Gornicza,50.3239,19.1947
4226,Munch'on,39.259,127.356
4227,Zacatecas,22.7736,-102.5736
4228,Kaya,13.0833,-1.0833
4229,Alberton,-26.2672,28.1219
4230,Montreuil,48.8611,2.4436
4231,Ise,34.4833,136.7167
4232,Lianhe,47.1414,129.2577
4233,Braganca,-1.0628,-46.7728
4234,Bayawan,9.3667,122.8
4235,Barretos,-20.5569,-48.5678
4236,Kahta,37.7803,38.6217
4237,Las Margaritas,16.3078,-91.9683
4238,Blackburn,53.748,-2.482
4239,Machiques,10.0667,-72.5667
4240,Ciudad Hidalgo,19.6917,-100.5536
4241,Slough,51.51,-0.59
4242,Jalapa,14.6379,-89.9904
4243,Pescara,42.4643,14.2142
4244,Guelma,36.4619,7.4258
4245,Behbahan,30.5958,50.2417
4246,Baidyabati,22.79,88.32
4247,Kotamobagu,0.7333,124.3167
4248,Xiangcheng,25.476,100.5505
4249,Pearland,29.5585,-95.3215
4250,Mufulira,-12.5546,28.2604
4251,Maina,13.4692,144.7332
4252,Dharmavaram,14.4142,77.715
4253,Edea,3.8,10.1333
4254,Honmachi,32.5178,130.6181
4255,Khenifra,32.93,-5.66
4256,Ciudad Ojeda,10.2,-71.3
4257,Fier,40.7167,19.55
4258,Kamalia,30.7258,72.6447
4259,Ghazipur,25.5833,83.5667
4260,Orekhovo-Zuyevo,55.8,38.9667
4261,Hoa Binh,20.8175,105.3375
4262,Chinandega,12.6242,-87.1297
4263,Puruliya,23.3333,86.3667
4264,Kashiwara,34.5094,135.7925
4265,Urasoe,26.2458,127.7219
4266,Dorud,33.4933,49.075
4267,Guarapari,-20.6578,-40.5108
4268,Ribeirao Pires,-23.7108,-46.4128
4269,Ondjiva,-17.0667,15.7333
4270,Port-de-Paix,19.95,-72.8333
4271,Shuixi,22.5111,113.3161
4272,Wuling,39.4421,114.23
4273,Tsuruoka,38.7217,139.8217
4274,Upington,-28.4572,21.2425
4275,Berkeley,37.8723,-122.276
4276,Plock,52.55,19.7
4277,Richardson,32.9717,-96.7093
4278,Redding,40.5698,-122.365
4279,Arvada,39.8321,-105.1511
4280,Tabuk,17.45,121.4583
4281,Apartado,7.8847,-76.635
4282,East Los Angeles,34.0326,-118.1691
4283,Siracusa,37.0692,15.2875
4284,Saint-Denis,48.9356,2.3539
4285,Apucarana,-23.5508,-51.4608
4286,Valinhos,-22.9708,-46.9958
4287,Chilapa de Alvarez,17.5944,-99.1778
4288,Cachoeirinha,-29.9508,-51.0939
4289,Guelmim,28.9833,-10.0667
4290,Navojoa,27.0813,-109.4461
4291,Perpignan,42.6986,2.8956
4292,Kot Addu,30.47,70.9644
4293,St. George,37.077,-113.577
4294,Gottingen,51.5339,9.9356
4295,Billings,45.7891,-108.5524
4296,Catchiungo,-12.5667,16.2333
4297,Barcelos,41.5333,-8.6167
4298,Kallithea,37.95,23.7
4299,Tizayuca,19.8333,-98.9833
4300,Darjeeling,27.0375,88.2631
4301,Mohammad Shahr,35.7631,50.9172
4302,Calumpit,14.9167,120.7667
4303,Cuautitlan,19.6833,-99.1833
4304,Baisha,29.4774,119.2853
4305,Orleans,47.9025,1.909
4306,Ebetsu,43.1039,141.5361
4307,Yuba name,39.1357,-121.6381
4308,Fujimino,35.8794,139.5197
4309,Sertaozinho,-21.1378,-47.99
4310,Kuopio,62.8925,27.6783
4311,Poa,-23.5286,-46.345
4312,Ghardaia,32.4833,3.6667
4313,Candaba,15.0933,120.8283
4314,San Carlos,9.65,-68.5833
4315,Ciudad Choluteca,13.3167,-87.2167
4316,Handa,34.8992,136.9267
4317,Varzea Paulista,-23.2108,-46.8278
4318,Rochester,44.0151,-92.4778
4319,Catanduva,-21.1378,-48.9728
4320,Nouadhibou,20.95,-17.0333
4321,Chelmsford,51.7361,0.4798
4322,Dordrecht,51.81,4.67
4323,Gudivada,16.43,80.99
4324,Lomas de Zamora,-34.7667,-58.4
4325,Nazarabad,35.9522,50.6075
4326,Besancon,47.24,6.02
4327,Leominster,42.5209,-71.7717
4328,Ajax,43.8583,-79.0364
4329,Kingsport,36.5224,-82.5453
4330,Xuqiaocun,30.4355,120.3645
4331,Dinalupihan,14.8833,120.4667
4332,Duluth,46.7756,-92.1392
4333,Dongsheng,22.6199,113.2895
4334,Sopur,34.3,74.47
4335,Toledo,-24.7139,-53.7428
4336,Elblag,54.1667,19.4
4337,Nazran,43.2167,44.7667
4338,Araucaria,-25.5928,-49.41
4339,Metz,49.1203,6.1778
4340,Totonicapan,14.9108,-91.3606
4341,Paulo Afonso,-9.4078,-38.2219
4342,Guaratingueta,-22.8167,-45.2278
4343,Alcobendas,40.5333,-3.6333
4344,Huaraz,-9.5333,-77.5333
4345,Bruges,51.2089,3.2242
4346,Rock Hill,34.9416,-81.0244
4347,Kasuga,33.5328,130.4703
4348,Apalit,14.9496,120.7587
4349,Gabes,33.8814,10.0983
4350,Gilroy,37.0047,-121.5855
4351,Charallave,10.2431,-66.8622
4352,Bandundu,-3.31,17.38
4353,Cheltenham,51.9,-2.0667
4354,Cambridge,42.3759,-71.1185
4355,Nevinnomyssk,44.6333,41.9333
4356,Lahti,60.9804,25.655
4357,Reutov,55.7667,37.8667
4358,Dimitrovgrad,54.2333,49.5833
4359,Giyon,8.5304,37.97
4360,Trento,46.0667,11.1167
4361,Yongqing,39.2958,116.4897
4362,Nowshera,34.0153,71.9747
4363,Butwal,27.7,83.45
4364,Barcarena Nova,-1.5058,-48.6258
4365,Martinez de la Torre,20.0667,-97.05
4366,Akishima,35.7056,139.3536
4367,Birigui,-21.2889,-50.34
4368,Ligao,13.2167,123.5167
4369,Bottrop,51.5232,6.9253
4370,Santa Cruz do Sul,-29.7178,-52.4258
4371,Konosu,36.0658,139.5222
4372,Sugar Land,29.5935,-95.6357
4373,Linkoping,58.4094,15.6257
4374,Votorantim,-23.5469,-47.4378
4375,Yulu,23.5193,116.4055
4376,Forli,44.2225,12.0408
4377,Ikoma,34.6919,135.7006
4378,Malita,6.4,125.6
4379,La Asuncion,11.0333,-63.8628
4380,Aizuwakamatsu,37.4947,139.9297
4381,Ain Beida,35.7964,7.3928
4382,Texas name,29.4128,-94.9658
4383,Bama,11.5204,13.69
4384,Codo,-4.455,-43.8858
4385,Iowa name,41.6559,-91.5303
4386,Petrzalka,48.1333,17.1167
4387,Plaridel,14.8869,120.8569
4388,Saginaw,43.4199,-83.9501
4389,Kabwe,-14.4333,28.45
4390,Nobeoka,32.5822,131.665
4391,Luanshya,-13.1333,28.4
4392,Agadez,16.9959,7.9828
4393,Uzhhorod,48.6239,22.295
4394,Adilabad,19.6667,78.5333
4395,Obninsk,55.1,36.6167
4396,Uribia,11.7139,-72.2658
4397,Piedecuesta,6.9886,-73.0503
4398,Chico,39.7575,-121.8152
4399,Guiguinto,14.8333,120.8833
4400,Huanren,41.2671,125.3529
4401,Machakos,-1.5167,37.2667
4402,San Martin,-33.0806,-68.4706
4403,Los Banos,14.1667,121.2167
4404,Walbrzych,50.7667,16.2833
4405,Xai-Xai,-25.05,33.65
4406,Rochdale,53.6136,-2.161
4407,Banfora,10.6308,-4.7589
4408,Reutlingen,48.4833,9.2167
4409,Langley,49.1044,-122.5827
4410,Dover,39.161,-75.5203
4411,Narasaraopet,16.236,80.054
4412,Kindia,10.06,-12.87
4413,Heroica Guaymas,27.9183,-110.8989
4414,Kyzyl,51.7167,94.45
4415,Nkongsamba,4.95,9.9167
4416,Samal,7.05,125.7333
4417,Facatativa,4.8147,-74.3553
4418,Guadalajara de Buga,3.9036,-76.2986
4419,Cassongue,-11.8333,15
4420,Nyiregyhaza,47.95,21.7167
4421,Manpo,41.157,126.29
4422,Mendoza,-32.8833,-68.8333
4423,Tandil,-37.3167,-59.1333
4424,Clearwater,27.9789,-82.7622
4425,Yavatmal,20.4,78.1333
4426,Beppu,33.2847,131.4911
4427,Buzau,45.1517,26.8167
4428,Araguari,-18.6489,-48.1869
4429,Tatui,-23.3556,-47.8569
4430,Port-Gentil,-0.7167,8.7833
4431,Shibuya,35.6536,139.7092
4432,Sassari,40.7267,8.5592
4433,Coeur d'Alene,47.7041,-116.7935
4434,Conselheiro Lafaiete,-20.66,-43.7858
4435,Bage,-31.3308,-54.1069
4436,Chittaurgarh,24.8894,74.6239
4437,Berkane,34.9167,-2.3167
4438,Santander de Quilichao,3.0083,-76.4839
4439,Seaside,36.6224,-121.8191
4440,Helsingborg,56.0424,12.721
4441,Coronel,-37.0167,-73.1333
4442,Independence,39.0871,-94.3501
4443,Smithtown,40.8662,-73.2164
4444,Argenteuil,48.95,2.25
4445,Dharan,26.8167,87.2667
4446,Boke,10.94,-14.3
4447,Rouen,49.4428,1.0886
4448,Himamaylan,10.1,122.8667
4449,San Antonio Enchisi,19.7072,-99.7867
4450,Jounie,33.9697,35.6156
4451,West Jordan,40.6024,-112.0008
4452,Bongao,5.0292,119.7731
4453,Phatthaya,12.9496,100.893
4454,Swabi,34.1167,72.4667
4455,Qiaotou,36.935,101.6736
4456,Khon Kaen,16.4333,102.8333
4457,Karatsu,33.45,129.9686
4458,Ramenskoye,55.5669,38.2303
4459,Ra's al Khaymah,25.7851,55.9479
4460,Itapipoca,-3.4939,-39.5789
4461,Guanabacoa,23.1252,-82.3007
4462,Sabha,27.0333,14.4333
4463,Tahoua,14.9,5.2599
4464,Shacheng,40.4027,115.5126
4465,Fujimi,35.8567,139.5492
4466,Valle de La Pascua,9.2033,-66.0103
4467,Brandon,27.9367,-82.3
4468,San Ildefonso,15.0789,120.9419
4469,Bloomington,39.1637,-86.5257
4470,Toliara,-23.35,43.6667
4471,Nasushiobara,36.9617,140.0461
4472,Tokai,35.0167,136.9
4473,Durres,41.3242,19.4558
4474,Berdiansk,46.7598,36.7845
4475,Pedro Juan Caballero,-22.5667,-55.7167
4476,Tres Lagoas,-20.7511,-51.6783
4477,Koencho,43.8081,143.8942
4478,Mangaldan,16.07,120.4025
4479,El Monte,34.0739,-118.0291
4480,Niihama,33.9603,133.2834
4481,North Charleston,32.9066,-80.0722
4482,Carlsbad,33.1247,-117.2837
4483,Bansbaria,22.97,88.4
4484,Puerto Madryn,-42.773,-65.0366
4485,Iriga name,13.4167,123.4167
4486,Sano,36.3144,139.5783
4487,Ariana,36.8625,10.1956
4488,Sloviansk,48.87,37.625
4489,Koblenz,50.3597,7.5978
4490,Oktyabr'skiy,54.4833,53.4833
4491,Sogamoso,5.7143,-72.9339
4492,St. Cloud,45.5339,-94.1718
4493,Salto,-23.2008,-47.2869
4494,Zhijiang,27.4367,109.678
4495,Hatsukaichi,34.35,132.3333
4496,Las Delicias,28.2,-105.5
4497,Bijeljina,44.75,19.2167
4498,Heshan,23.8163,108.8847
4499,Siddipet,18.1,78.85
4500,Kankan,10.39,-9.31
4501,Temecula,33.4928,-117.1315
4502,Bremerhaven,53.55,8.5833
4503,Bet Shemesh,31.7514,34.9886
4504,Ciudad de la Costa,-34.8167,-55.95
4505,Clovis,36.8278,-119.6831
4506,Bernal,-34.7,-58.2833
4507,Kamagaya,35.7769,140.0008
4508,San Juan,13.826,121.396
4509,Valparai,10.3204,76.97
4510,Rotherham,53.43,-1.357
4511,Kakegawa,34.7686,137.9983
4512,Bintulu,3.17,113.03
4513,Meridian,43.6112,-116.3968
4514,Saanich,48.484,-123.381
4515,Daet,14.1167,122.95
4516,Iringa,-7.77,35.69
4517,Cuito,-12.3833,16.9333
4518,Recklinghausen,51.6167,7.2
4519,Pul-e Khumri,35.95,68.7
4520,Nagahama,35.3833,136.2833
4521,Tawau,4.2448,117.8911
4522,Mulhouse,47.75,7.34
4523,Quilengues,-14.0814,14.0764
4524,The Woodlands,30.1738,-95.5134
4525,Mazhang,21.2757,110.3221
4526,Paarl,-33.7242,18.9558
4527,Hofu,34.05,131.5667
4528,Hikone,35.25,136.25
4529,Maranguape,-3.89,-38.6858
4530,Hualien,23.9722,121.6064
4531,Rosario,14.4167,120.85
4532,Itatiba,-23.0058,-46.8389
4533,Uba,-21.12,-42.9428
4534,Bukittinggi,-0.3097,100.3753
4535,Caraguatatuba,-23.62,-45.4128
4536,Manolo Fortich,8.3697,124.8644
4537,Mungo,-11.6667,16.1667
4538,Kipushi,-11.76,27.25
4539,Jendouba,36.5011,8.7803
4540,Erlangen,49.5964,11.0044
4541,Sa-ch'on,35.2347,128.3575
4542,Ponce,18.012,-66.6198
4543,Doncaster,53.5228,-1.1325
4544,Libmanan,13.7,123.0667
4545,Bergisch Gladbach,50.9917,7.1367
4546,Euriapolis,-16.3778,-39.58
4547,Osmanabad,18.1667,76.05
4548,Novyy Urengoy,66.0847,76.6789
4549,Montero,-17.3333,-63.3833
4550,Madrid,4.7306,-74.2639
4551,Westminster,39.8837,-105.0624
4552,Tayabas,14.0167,121.5833
4553,Mopti,14.49,-4.18
4554,Sokode,8.9833,1.1333
4555,Castelar,-34.65,-58.65
4556,Khenchela,35.4167,7.1333
4557,Vicenza,45.55,11.55
4558,Costa Mesa,33.6667,-117.9135
4559,San Carlos de Bariloche,-41.15,-71.3
4560,Otaru,43.1833,141
4561,Kristiansand,58.1467,7.9956
4562,Alphen aan den Rijn,52.1333,4.65
4563,Monroe,32.5183,-92.0774
4564,Esteban Echeverria,-34.8167,-58.4667
4565,Higashiomi,35.1128,136.2078
4566,Santa Lucia,10.2606,-66.6639
4567,Utica,43.0961,-75.226
4568,Carora,10.1692,-70.0783
4569,Laoag,18.1951,120.5918
4570,Tangjia,22.3566,113.5919
4571,Champdani,22.8,88.37
4572,Oshu,39.1444,141.1389
4573,Remscheid,51.1802,7.1872
4574,Habikino,34.5578,135.6061
4575,Kamyshin,50.0833,45.4
4576,Campo Largo,-25.4589,-49.5278
4577,Dolgoprudnyy,55.9333,37.5
4578,Shkoder,42.0667,19.5
4579,Jena,50.9272,11.5864
4580,Subic,14.9,120.2333
4581,Santana,-0.035,-51.175
4582,Olmaliq,40.85,69.6
4583,Kawit,14.4333,120.9
4584,Bou Saada,35.2083,4.1739
4585,Jaen,37.7667,-3.7711
4586,Araruama,-22.8728,-42.3428
4587,Pompano Beach,26.2428,-80.1312
4588,Baybay,10.6833,124.8333
4589,Corumba,-19.0089,-57.6528
4590,Zhukovskiy,55.6011,38.1161
4591,West Palm Beach,26.7468,-80.1316
4592,Nsukka,6.8567,7.3958
4593,Ichinoseki,38.9347,141.1266
4594,Funchal,32.65,-16.9167
4595,Nancy,48.6936,6.1846
4596,Colatina,-19.5389,-40.6308
4597,Maidstone,51.272,0.529
4598,Asela,7.95,39.1167
4599,Parral,26.9333,-105.6667
4600,Terni,42.5667,12.65
4601,Tuzla,40.8637,29.3194
4602,Waterloo,42.492,-92.3522
4603,Parintins,-2.6278,-56.7358
4604,Trier,49.7557,6.6394
4605,Terrebonne,45.7,-73.6333
4606,Namur,50.4667,4.8667
4607,Changbang,30.4555,120.4433
4608,Pulilan,14.902,120.849
4609,Murom,55.5725,42.0514
4610,Manzini,-26.4833,31.3667
4611,Tondabayashicho,34.4992,135.5972
4612,Everett,47.9525,-122.1669
4613,Pingquan,40.9937,118.6735
4614,Kazo,36.1314,139.6018
4615,El Centro,32.7867,-115.5586
4616,Khardah,22.72,88.38
4617,Omuta,33.0303,130.4461
4618,Villa Mercedes,-33.6667,-65.4667
4619,Jawhar,2.7833,45.5
4620,Winterthur,47.4992,8.7267
4621,Tuzla,44.5381,18.6761
4622,Tarnow,50.0125,20.9883
4623,Gafsa,34.4167,8.7833
4624,Ash Shaykh `Uthman,12.8866,45.0279
4625,Alkmaar,52.6289,4.744
4626,Nguru,12.8804,10.45
4627,Santa Fe,35.6619,-105.9819
4628,Bandar-e Anzali,37.4667,49.4667
4629,Khushab,32.2917,72.35
4630,Downey,33.9379,-118.1312
4631,Spring Hill,28.4797,-82.53
4632,Basingstoke,51.2667,-1.0876
4633,Catalao,-18.17,-47.9419
4634,Lowell,42.6389,-71.3217
4635,Sonsonate,13.7167,-89.7167
4636,Ahuachapan,13.9214,-89.845
4637,Centennial,39.5926,-104.8674
4638,Puerto Barrios,15.73,-88.6
4639,Fasa,28.9381,53.6481
4640,As Salamiyah,35.0111,37.0531
4641,Yessentuki,44.0431,42.8644
4642,Elgin,42.0385,-88.3229
4643,Shinyanga,-3.6619,33.4231
4644,Kiffa,16.6164,-11.4044
4645,Manzanillo,19.0522,-104.3158
4646,Nikopol,47.5772,34.3575
4647,Dali,34.7953,109.9378
4648,Yenangyaung,20.4583,94.8732
4649,Quibor,9.9281,-69.5778
4650,Ourinhos,-22.9789,-49.8708
4651,Borazjan,29.2667,51.2158
4652,Richmond,37.9477,-122.339
4653,Socopo,8.2322,-70.8206
4654,Mascara,35.4,0.1333
4655,Genhe,50.7783,121.5213
4656,Montego Bay,18.4667,-77.9167
